address,city,days_open,latitude,name,state,zip,longitude
51 E. 9th St.,Chester,['Open:'],39.85132882,God's House of Prayer & Repair,PA,19013,-75.36385727
6148-50 Lansdowne Ave.,Philadelphia,['Wednesday'],39.9754426,Good Samaritan Baptist Church,PA,19151,-75.2434365
212 W. Lancaster Ave.,Paoli,['Thursday'],40.04156088,Good Samaritan Food Closet,PA,19301,-75.49153718
29 W. Johnson St.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.0456245,Grace Community Christian Center,PA,19144,-75.1829449
248 Church St.,Phoenixville,['Wednesday'],40.13265063,Grace Crossing,PA,19460,-75.51701878
3529 Haverford Ave.,Philadelphia,"['Wednesday', 'Thursday']",39.9639354,Grace Evangelical Lutheran Church,PA,19104,-75.19427397
1509 S. 52nd Street,Philadelphia,['Wednesday'],39.9392192,Grace Tabernacle Christian Church,PA,19143,-75.2169273
7101 N. 20th St.,Philadelphia,['Tuesday'],40.0626262,Grace UMC,PA,19138,-75.1510979
2227 N. Broad St.,Philadelphia,['Friday'],39.98674943,Grands As Parents Inc.,PA,19132,-75.15606633
4943 N. 5th St.,Philadelphia,['Tuesday'],40.0268581,Greater Philadelphia Asian Social Services (GPASS),PA,19120,-75.1323
1747 N. Wilton St.,Philadelphia,['Saturday'],39.98066626,Greater Promise Family of Love Deliverance Food Pantry,PA,19131,-75.22613695
5918 Hulmeville Rd.,Bensalem,"['Wednesday', 'Saturday']",40.109346,Greater Works Food Pantry,PA,19020,-74.936278
214 E. Haines St.,Philadelphia,['Friday'],40.041047,Haines Street Baptist Church,PA,19144,-75.1739526
814 E. Chelten Ave.,Philadelphia,"['Friday', 'Saturday']",40.0457402,Haitian Evangelical Baptist Church,PA,19138,-75.164152
5648 Chew Ave.,Philadelphia,['Wednesday'],40.04497075,Harambe Baptist Church,PA,19138,-75.16418767
4500 N. 10th St.,Philadelphia,['Saturday'],40.0209405,Harold O. Davis Memorial Baptist Church,PA,19140,-75.1419693
2284 Bristol Pk.,Bensalem,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.078278,Harvest Ministries Food Pantry,PA,19020,-74.949584
1333 Cowpath Rd.,Hatfield,"['Monday', 'Tuesday', 'Saturday']",40.273634,Hatfield Church of the Brethren Food Pantry,PA,19440,-75.2898897
2301 W. Oxford St.,Philadelphia,['Wednesday'],39.9794171,Haven Peniel UMC -Cafe Kichen,PA,19121,-75.1729757
1200 W. Carpenter St.,Philadelphia,['Saturday'],39.938544,Hawthorne Family Center,PA,19147,-75.162951
1901 Wynnewood Rd.,Philadelphia,['Wednesday'],39.983102,Heavens Grocery Store,PA,19151,-75.248263
1845 N 23rd Street,Philadelphia,"['Tuesday', 'Wednesday', 'Thursday']",39.9831913,Helen Brown Community Center at St. Elizabeth's,PA,19121,-75.1716659
525 S. Cobbs Creek Pkwy.,Philadelphia,['Saturday'],39.9539702,Helping Hands for the Hungry,PA,19143,-75.2483004
525 Cobbs Creek Pkwy.,Philadelphia,"['Monday', 'Wednesday', 'Saturday']",39.918046,Helping Hands for the Hungry/St. Cyprian Church,PA,19143,-75.246178
2114 S. 71st St.,Philadelphia,"['Tuesday', 'Wednesday', 'Thursday']",39.919911,Helping Others Resources Inc.,PA,19142,-75.243646
1513 N. Bouvier St.,Philadelphia,"['Wednesday', 'Saturday']",39.9769359,Herbert Arlene Food Pantry,PA,19121,-75.1638335
5305-15 Germantown Ave.,Philadelphia,['Tuesday'],40.03253548,Holsey Temple C.M.E. Church,PA,19144,-75.16941433
12265 Townsend Rd.,Philadelphia,"['Tuesday', 'Wednesday', 'Thursday']",40.1011746,Holy Redeemer Food Pantry of PA,PA,19154,-74.9858909
363 N. 60th St.,Philadelphia,"['Tuesday', 'Thursday']",39.9676667,Holy Temple Community Center,PA,19139,-75.239751
6132 Vine St.,Philadelphia,['Friday'],39.96688233,Homework Internet Communication for Urban People,PA,19139,-75.24294189
2327 W. Somerset St.,Philadelphia,['Sunday'],39.9977531,House of Prayer,PA,19132,-75.1699489
3760 N. Delhi St.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",40.0098004,Hunting Park NAC,PA,19140,-75.1436062
449 E. Locust Ave.,Philadelphia,"['Tuesday', 'Thursday']",40.03950696,"Innovative Treatment Alternatives, Inc.",PA,19144,-75.16767386
2086 Parkview Ave.,Abington,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.1354829,Inter-Faith Food Cupboard,PA,19001,-75.11400937
506 Haws Ave.,Norristown,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday']",40.12070693,Interfaith Choice Pantry at Grace Lutheran,PA,19401,-75.35230527
1702 Fairmount Ave.,Philadelphia,['Saturday'],39.9669511,James Parker Memorial Center Food Pantry,PA,19130,-75.1656044
4807 Haverford Ave.,Philadelphia,['Saturday'],39.96261535,Jehovah Jireh Baptist Church,PA,19139,-75.21643189
328 Summit Ave.,Jenkintown,['Thursday'],40.09309441,Jenkintown Food Cupboard,PA,19046,-75.13038934
1030 Second Street Pk.,Southampton,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.175131,Jesus Focus Food Pantry,PA,18966,-75.043619
1150 Bristol Rd.,Southampton,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.18366899,Jesus Focus Ministry,PA,18966,-75.01927191
10100 Jamison Ave.,Philadelphia,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.100243,Jewish Federation of Greater Philadelphia's Mitzvah Food Program Northeast,PA,19116,-75.0218
2100 Arch St.,Philadelphia,['Thursday'],39.9556036,Jewish Federation of Greater Philadelphia's Mitzvah Food Project Center City,PA,19103,-75.1748071
8231 Old York Rd.,Elkins Park,"['Wednesday', 'Thursday']",40.08185465,Jewish Federation of Greater Philadelphia's Mitzvah Food Project Congregation Beth Sholom,PA,19027,-75.12620616
2909 Bristol Rd.,Bensalem,['Tuesday'],40.13436794,Jewish Federation of Greater Philadelphia's Mitzvah Food Project Congregation Tifereth Israel,PA,19020,-74.93743494
3200 B. St.,Philadelphia,"['Tuesday', 'Thursday']",39.998178,John B Stetson Charter School Food Bank/ Community Center,PA,19134,-75.125461
2229 W. Thompson St.,Philadelphia,"['Monday', 'Wednesday', 'Friday']",39.9751596,Johnson Care Center,PA,19121,-75.1729521
2500 W. Norris St.,Philadelphia,['Saturday'],39.98545,Johnson Homes Tenant Counsel Food Pantry,PA,19121,-75.174873
2440 N. 15th St.,Philadelphia,['Wednesday'],39.9906398,Jubilee Commandment Keepers Church,PA,19132,-75.1571674
920 E. Lincoln Hwy.,Coatesville,['Thursday'],39.98609289,Jubilee Evangelistic Ministries,PA,19320,-75.80608127
1901 Harrison St.,Philadelphia,['Tuesday'],40.016019,Keep the Faith Community Development,PA,19124,-75.0752275
136 W. Cedar St.,Kennett Square,"['Monday', 'Wednesday', 'Friday']",39.842372,Kennett Area Community Service,PA,19348,-75.71099736
6323 Frankford Ave.,Philadelphia,['Thursday'],40.02778964,Kingdom Life Christian Center,PA,19135,-75.05945807
8500 Pickering St.,Philadelphia,"['Thursday', 'Friday']",40.081737,Kitchen of Love,PA,19150,-75.17498
1665 N. Wilton St.,Philadelphia,"['Sunday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday']",39.97959259,Lacey's Community Care,PA,19131,-75.22680986
499 E. Walnut St.,North Wales,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",40.2154994,Lamb Foundation- Cornucopia Cupboard,PA,19454,-75.2762207
300 S. York Rd.,Hatboro,"['Monday', 'Tuesday', 'Thursday']",40.1731549,Lehman Memorial Church (Fish and Loaves),PA,19040,-75.10896863
840 Trenton Rd.,Fairless Hills,"['Monday', 'Wednesday']",40.18416599,Lester Bahrt Food Pantry,PA,19030,-74.83776033
1701 N. Woodstock St.,Philadelphia,['Wednesday'],39.980108,Liberty House Food Pantry,PA,19121,-75.167941
9554 Bustleton Ave.,Philadelphia,"['Monday', 'Saturday']",40.08685094,Lifeway Baptist Church,PA,19115,-75.03611224
1521 W. Norris St.,Philadelphia,"['Tuesday', 'Friday']",39.9836907,Little Africa Plus Community Outreach,PA,19121,-75.1593397
1520-28 Belfield Ave.,Philadelphia,['Saturday'],40.02565631,Living Vine Apostolic Faith Church,PA,19141,-75.15028545
7501 Brookhaven Rd.,Philadelphia,['Saturday'],39.976704,Living Water Baptist Church,PA,19151,-75.266621
6250 Loretto Ave.,Philadelphia,['Thursday'],40.0388352,Living Waters United Church of Christ,PA,19111,-75.0805627
7916 Frankford Avenue,Philadelphia,['Thursday'],40.041221,Living Word Church - Frankford,PA,19136,-75.0294579
703 Lincoln Ave.,Prospect Park,"['Tuesday', 'Thursday']",39.882688,Loaves & Fishes Food Pantry,PA,19076,-75.306062
4201 Powelton Ave.,Philadelphia,['Friday'],39.9591556,Lombard Central Presbyterian Church,PA,19104,-75.2066385
1100 E. Chelten Ave.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.0496987,Lonnie Young Recreation Center,PA,19138,-75.1602193
2110 Chestnut St,Philadelphia,['Wednesday'],39.9520754,Lutheran Church of the Holy Communion,PA,19103,-75.17605984
1340 Frankford Ave.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",39.97115719,Lutheran Settlement House Senior Center,PA,19125,-75.13430838
1340 W. Parrish St.,Philadelphia,"['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",39.96875732,Macedonia Mission Center,PA,19123,-75.15939406
6200 Dicks Ave.,Philadelphia,['Wednesday'],39.922508,Manna,PA,19142,-75.223604
606 E. Main St.,Lansdale,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.23541357,Manna's Market,PA,19446,-75.27355502
631 N. 39th St.,Philadelphia,['Friday'],39.964068,Mantua Haverford Community Center,PA,19104,-75.199701
3804 Mt. Vernon St.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",39.96391696,Mantua Scattered Site Tentant Council,PA,19104,-75.19774483
352 E. Johnson Hwy.,Norristown,"['Monday', 'Wednesday', 'Thursday', 'Friday']",40.12771197,Martha's Choice Marketplace of Catholic Social Services,PA,19401,-75.32176924
100 Levittown Pkwy.,Levittown,"['Monday', 'Wednesday', 'Friday']",40.157869,Mary's Cupboard,PA,19054,-74.830328
7401 Limekiln Pk.,Philadelphia,['Saturday'],40.06756865,Masjidullah Sadaqah Emergency Food Cupboard,PA,19138,-75.15841895
1348 Bainbridge St.,Philadelphia,"['Monday', 'Wednesday', 'Friday']",39.94260339,Mazzoni Center,PA,19147,-75.164887
4511 Walnut St.,Philadelphia,['Wednesday'],39.95535069,Mercy Douglass Residents,PA,19139,-75.21189829
3500 Baring St.,Philadelphia,['Friday'],39.961172,Metropolitan Baptist Church,PA,19104,-75.192812
2025 E. Atlantic St.,Philadelphia,"['Tuesday', 'Thursday']",39.9979151,Mission of St. Joan of Arc,PA,19134,-75.1026623
345 Montgomery Ave,Bala Cynwyd,['Thursday'],40.00542812,Mitzvah Food Project at The Barbara and Harvey Brodsky Enrichment Center of JFCS,PA,19004,-75.24279914
4355 Paul St.,Philadelphia,"['Sunday', 'Tuesday']",40.01113306,Mizpah SDA Church,PA,19124,-75.08654139
353 Johnson Hwy.,Norristown,"['Monday', 'Wednesday', 'Thursday', 'Friday']",40.13335337,Montgomery County Family Service Center (Catholic Social Services),PA,19401,-75.33073912
2259 N. 5th St.,Philadelphia,['Saturday'],39.9856944,Moorish Science Temple of America,PA,19133,-75.141452
1756 N. 25th St.,Philadelphia,['Wednesday'],39.9823895,Morris Brown AME Church,PA,19121,-75.1755991
2701 N. 12th St.,Philadelphia,['Thursday'],39.9936022,Morris Chapel,PA,19133,-75.1505977
771 N. Pennsylvania Ave.,Morrisville,['Wednesday'],40.21662846,Morrisville Presbyterian Church,PA,19067,-74.7861518
5732 Race St.,Philadelphia,"['Wednesday', 'Saturday']",39.964312,Mount Carmel Baptist Church,PA,19139,-75.2354909
2052 S. 61st St.,Philadelphia,"['Wednesday', 'Saturday']",39.93027406,Mountain of Fire and Miracles Ministries,PA,19142,-75.23120573
6401 Ogontz Ave.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",40.051692,Mt. Airy Church Of God in Christ Food & Clothing Ministry,PA,19126,-75.150019
1469 N. Broad St.,Philadelphia,['Tuesday'],39.9756442,Mt. Olive Holy Temple Church,PA,19122,-75.1582177
1411 S. 50th St.,Philadelphia,['Wednesday'],39.93971213,Mt. Zion Baptist Church,PA,19143,-75.21340675
701 Felton Ave.,Sharon Hill,['Saturday'],39.900718,Mt. Zion C.M.E.,PA,19079,-75.270528
4110 Haverford Ave.,Philadelphia,"['Sunday', 'Wednesday']",39.9623997,Mt. Zion Holy Church,PA,19104,-75.2061021
5115 Master St.,Philadelphia,['Saturday'],39.97450986,Mt. Zion Pentecostal Church,PA,19131,-75.22460214
1501 N. 20th St.,Philadelphia,['Wednesday'],39.9772032,Mt. Zion Pentecostal Church of God in Christ,PA,19121,-75.1677878
1530-33 N. 11th. Street,Philadelphia,['Monday'],39.97565745,Mt. Zion UMC,PA,19122,-75.15318802
818 Clifton Ave.,Sharon Hill,['Thursday'],39.90014516,Neighbor to Neighbor CDC,PA,19079,-75.26925191
3900 Germantown Avenue,Philadelphia,"['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",40.012635,Neighborhood Action Bureau,PA,19140,-75.152311
502 E. Haines St.,Philadelphia,['Thursday'],40.0443205,New Beginnings Pentecostal Church,PA,19144,-75.1703962
1415 S. 23rd St.,Philadelphia,['Friday'],39.934258,New Bethany Baptist Church,PA,19146,-75.182555
22 E. Butler Ave.,New Britain,"['Monday', 'Wednesday']",40.29882685,New Britain Food Larder,PA,18901,-75.18150046
6618 Wyncote Ave.,Philadelphia,['Thursday'],40.0555542,New Era Baptist Church,PA,19138,-75.1540156
1705 N. 7th St.,Philadelphia,['Thursday'],39.9775503,New Greater Straightway Baptist Church Food Pantry,PA,19122,-75.1465943
204-206 E. Oak St.,Norristown,['Tuesday'],40.1174745,New Hope Baptist Church,PA,19401,-75.33797255
2011 W. Norris St.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",39.9846092,New Jerusalem,PA,19121,-75.1668722
14 E. Clapier St.,Philadelphia,['Tuesday'],40.0292217,New Jerusalem Church,PA,19144,-75.1628361
467 N. Easton Rd.,Glenside,"['Monday', 'Tuesday', 'Thursday']",40.10812663,New Life Presbyterian Church,PA,19038,-75.14605161
3224-26 W. York St.,Philadelphia,"['Monday', 'Wednesday', 'Friday']",39.993121,New Pond/Upon This Rock,PA,19132,-75.185267
4300 Germantown Ave.,Philadelphia,['Thursday'],40.0194688,Nicetown CDC,PA,19140,-75.1560664
1230 Norton Ave.,Bristol,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",40.11898284,No Longer Bound Prevention and Training Inc,PA,19007,-74.84902968
1915 N. 11th St.,Philadelphia,['Thursday'],39.981598,Norris Homes Food Pantry,PA,19122,-75.15168486
1105 S. 27th St.,Philadelphia,['Saturday'],39.9393939,North East Group Greys Ferry Residents Assn.,PA,19146,-75.18824442
212 Girard Ave.,North Hills,['Thursday'],40.11652968,North Hills Food Cupboard,PA,19038,-75.1724875
2419-23 N. 27th St.,Philadelphia,"['Monday', 'Wednesday', 'Friday', 'Saturday']",39.99256275,North Penn Baptist Church,PA,19132,-75.1763205
1510-14 W. Oxford St.,Philadelphia,['Wednesday'],39.97754002,North Philadelphia SDA Church,PA,19121,-75.16087547
7340 Jackson St.,Philadelphia,"['Wednesday', 'Friday']",40.0329768,Northeast Philadelphia Family Service Center (Catholic Social Services),PA,19136,-75.0357751
714 W. Main St.,Parkesburg,"['Tuesday', 'Wednesday']",39.95953474,Octorara Area Food Cupboard,PA,19365,-75.92799843
151 N. 4th St.,Philadelphia,['Saturday'],39.95386125,Old First Outreach Ministries,PA,19106,-75.1460395
2532 N. Broad St.,Philadelphia,['Tuesday'],39.99139845,One Day At A Time (ODAAT),PA,19132,-75.15526316
350 Main St.,Royersford,['Thursday'],40.1846492,Open Door Ministry (Church of the Nazarene),PA,19468,-75.53968813
35 N. 3rd St.,Oxford,"['Monday', 'Tuesday', 'Thursday']",39.78556989,Oxford Area Neighborhood Services Center,PA,19363,-75.97864451
6150 Algon Ave.,Philadelphia,"['Monday', 'Tuesday']",40.04095434,Oxford Village Food Cupboard,PA,19111,-75.08865692
4704 Woodland Ave.,Philadelphia,"['Wednesday', 'Saturday']",39.9429587,Paradise Emmanuel Tabernacle Church,PA,19143,-75.2108709
1600 Harrison St.,Philadelphia,"['Tuesday', 'Thursday']",40.018998,Pathway Evangelistic Church,PA,19124,-75.081428
701 Green St.,Norristown,"['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",40.117202,Patrician Society Emergency Food Cupboard,PA,19401,-75.339008
2515 W. Jefferson St.,Philadelphia,['Wednesday'],39.978397,Peniel Baptist Church Food Cupboard,PA,19121,-75.1768438
800 W. Chestnut St.,Perkasie,"['Monday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",40.37432,Pennridge FISH,PA,18944,-75.298328
3025 N. 5th St.,Philadelphia,"['Monday', 'Tuesday', 'Friday']",39.9970739,Pentecostal Church Of God,PA,19133,-75.13900088
5347 Pulaski Ave,Philadelphia,"['Tuesday', 'Saturday']",40.02742557,Pentecostal Faith Assembly Chruch,PA,19144,-75.175224
325 N. 39th St.,Philadelphia,['Saturday'],39.96029045,People's Emergency Center Food Cupboard,PA,19104,-75.19983745
401 E. Girard Ave.,Philadelphia,['Open:'],39.970434,Philadelphia Brotherhood Rescue Mission,PA,19125,-75.1303925
2990 Street Rd.,Bensalem,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.1389699,Philadelphia Christian Center,PA,19020,-74.9872122
23 S. 38th St.,Philadelphia,['Monday'],39.95539329,Philadelphia Episcopal Cathedral,PA,19104,-75.19814843
257 Church St.,Phoenixville,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.13279657,Phoenixville Area Community Services,PA,19460,-75.51721957
2251 N. 54th St.,Philadelphia,['Wednesday'],39.99010606,Pinn Memorial Baptist Church Drive to End Hunger Ministry,PA,19131,-75.23323636
57 N. Franklin St.,Pottstown,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.24632175,Pottstown Cluster of Religious Communities,PA,19464,-75.64411238
3610 N. 15th St.,Philadelphia,['Monday'],40.00819282,Praise the Living God Holiness Church,PA,19140,-75.15326518
1140-47 S. 26th St.,Philadelphia,['Monday'],39.93889027,Progressive Worship Center,PA,19146,-75.18672935
1950 W. Rockland St.,Philadelphia,"['Tuesday', 'Wednesday']",40.0285899,Provision of Grace World Mission Church,PA,19141,-75.1560703
455 Trumbauersville Rd.,Quakertown,"['Tuesday', 'Thursday']",40.42457731,Quakertown First Church of the Brethren,PA,18951,-75.36189538
101. N. 3rd St.,Quakertown,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.44224,Quakertown Food Pantry,PA,18951,-75.337034
3817 Market St.,Philadelphia,['Wednesday'],39.9570497,Ralston/Mercy-Douglass House,PA,19104,-75.1993332
2339 N.31st St.,Philadelphia,['Wednesday'],39.9924553,Redeem Baptist Church,PA,19132,-75.1827304
5617 Walnut St.,Philadelphia,['Saturday'],39.95796936,Redeeming Love Worship Center,PA,19139,-75.23438929
1100 Oak Lane Ave.,Philadelphia,['Tuesday'],40.054837,Refuge Evangelical Baptist Church,PA,19126,-75.136416
7708-10 Ogontz Ave.,Philadelphia,['Wednesday'],40.0712148,Remnant Church of God,PA,19150,-75.1577932
5401 Lansdowne Ave.,Philadelphia,['Tuesday'],39.977132,Resurrection Baptist Church,PA,19131,-75.230029
1916 E. Venango St.,Philadelphia,"['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",39.9995703,Richard & Friends United in the Community,PA,19134,-75.1029881
701 E. Cornwall St.,Philadelphia,"['Sunday', 'Wednesday', 'Thursday']",39.999269,River of Life Philadelphia,PA,19134,-75.116748
8230 Ridge Ave.,Philadelphia,['Thursday'],40.05899782,Roxborough Presbyterian Church,PA,19128,-75.23773149
2509 N. 30th St.,Philadelphia,['Tuesday'],39.9943322,Safe Haven Community Food Bank,PA,19132,-75.1805461
5830 Rising Sun Ave.,Philadelphia,['Thursday'],40.04359229,Salvation Army - Citadel,PA,19120,-75.10347805
22 N. 9th St.,Darby,"['Tuesday', 'Thursday', 'Friday']",39.922613,Salvation Army - Darby,PA,19023,-75.2560236
4200 Wissahickon Ave.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",40.0117408,Salvation Army - KROC,PA,19129,-75.1693326
215 Appletree Dr.,Levittown,"['Monday', 'Tuesday', 'Thursday']",40.15891464,Salvation Army - Levittown Corps,PA,19055,-74.83963754
1340 Brown St.,Philadelphia,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",39.967753,Salvation Army - Temple Corps,PA,19123,-75.159034
533 Swede St.,Norristown,['Tuesday'],40.11664375,Salvation Army Norristown,PA,19401,-75.3434892
1920 E. Allegheny Ave.,Philadelphia,['Tuesday'],39.99487031,Salvation Army Pioneer Corps,PA,19134,-75.11207649
3150 N. Mascher St.,Philadelphia,"['Tuesday', 'Thursday']",39.99855447,Salvation Army Tabernacle,PA,19133,-75.13141039
101 E. Market St.,West Chester,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",39.9603421,Salvation Army West Chester,PA,19380,-75.6032324
5923 Walnut St.,Philadelphia,['Saturday'],39.9591623,Sanctuary Church Of The Open Door,PA,19139,-75.2406274
4035 Parrish St.,Philadelphia,['Friday'],39.96835982,Sarah Allen Senior Community Homes,PA,19104,-75.20481382
912-18 N. 41st St.,Philadelphia,['Saturday'],39.97099322,Second Antioch Baptist Church Food Cupboard,PA,19104,-75.20581112
1801 Meadow St.,Philadelphia,"['Monday', 'Wednesday', 'Friday']",40.013654,Second Baptist Church of Frankford,PA,19124,-75.0800478
1301 W. Ruscomb Street,Philadelphia,"['Wednesday', 'Friday']",40.028957,Second Macedonia Baptist Church,PA,19141,-75.144856
1601 Limekiln Pk.,Dresher,"['Tuesday', 'Wednesday', 'Friday']",40.128609,Seeds of Hope Community Food Pantry,PA,19025,-75.1670203
5213 Germantown Ave.,Philadelphia,['Tuesday'],40.031499,Servant of Christ United Methodist Church,PA,19144,-75.166516
510 Somerton Ave.,Philadelphia,"['Monday', 'Wednesday', 'Friday']",40.1225393,Somerton Interfaith Food Bank,PA,19116,-75.019088
640 Race St.,Bristol,"['Tuesday', 'Wednesday', 'Thursday']",40.100677,"Soulful Blessings, Second Baptist Church of Bristol",PA,19007,-74.86073058
1941 Christian St.,Philadelphia,"['Tuesday', 'Thursday']",39.941299,South Philadelphia Family Service Center (Catholic Social Services),PA,19146,-75.1754569
1444 Point Breeze Ave.,Philadelphia,"['Tuesday', 'Thursday']",39.9336068,South Philadelphia H.O.M.E.S. Inc.,PA,19146,-75.1805696
6214 Grays Ave.,Philadelphia,"['Monday', 'Friday']",39.9256606,Southwest Philadelphia Family Service Center (Catholic Social Services),PA,19142,-75.2282861
